Date,Open,High,Low,Close,Adj Close,Volume
2024-01-02,768.75,769.3800048828125,742.0700073242188,749.2999877929688,744.0322265625,1113600
2024-01-03,732.0,743.0,729.6599731445312,736.9299926757812,731.7491455078125,922400
2024-01-04,725.780029296875,744.9099731445312,723.25,731.0800170898438,725.9403076171875,1033000
2024-01-05,734.5700073242188,742.25,728.5999755859375,732.4000244140625,727.2510375976562,821600
2024-01-08,736.3400268554688,757.7000122070312,736.3400268554688,757.1599731445312,751.8369140625,1088900
2024-01-09,746.3300170898438,756.8400268554688,744.6500244140625,752.02001953125,746.7330932617188,590400
2024-01-10,753.780029296875,754.8400268554688,736.510009765625,749.6900024414062,744.4194946289062,837600
2024-01-11,749.6099853515625,761.3699951171875,742.1699829101562,760.2000122070312,754.8555908203125,774200
2024-01-12,760.72998046875,763.3499755859375,754.8599853515625,759.6699829101562,754.3292846679688,497200
2024-01-16,754.2899780273438,768.9000244140625,748.02001953125,761.1400146484375,755.7890014648438,684700
2024-01-17,752.8300170898438,754.2999877929688,742.010009765625,752.9000244140625,747.60693359375,963100
2024-01-18,775.9000244140625,788.3900146484375,771.780029296875,785.6500244140625,780.1266479492188,1486300
2024-01-19,798.6799926757812,828.5599975585938,794.719970703125,826.3200073242188,820.5107421875,1862200
2024-01-22,829.1300048828125,846.6099853515625,827.6699829101562,833.5399780273438,827.679931640625,1365200
2024-01-23,829.6099853515625,831.97998046875,821.469970703125,830.3900146484375,824.5521240234375,824300
2024-01-24,850.0,858.6400146484375,838.4600219726562,848.1599731445312,842.1972045898438,1927600
2024-01-25,877.0,900.0900268554688,864.7000122070312,865.5999755859375,859.5145263671875,3107300
2024-01-26,853.0,860.0,836.6300048828125,839.0399780273438,833.1412963867188,1675100
2024-01-29,835.7000122070312,846.8699951171875,834.0,845.7999877929688,839.853759765625,990400
2024-01-30,841.0900268554688,849.989990234375,831.969970703125,835.7899780273438,829.9141235351562,1069600
2024-01-31,822.0,837.8099975585938,815.6699829101562,825.1699829101562,819.3688354492188,996900
2024-02-01,831.8499755859375,836.0700073242188,824.0399780273438,832.2100219726562,826.359375,763300
2024-02-02,827.2899780273438,846.3800048828125,827.2899780273438,838.7000122070312,832.8037109375,762900
2024-02-05,838.7899780273438,857.3300170898438,832.489990234375,851.3200073242188,845.3350219726562,865100
2024-02-06,852.9000244140625,857.4000244140625,823.7999877929688,834.6199951171875,828.7523803710938,1054600
2024-02-07,837.719970703125,857.989990234375,833.219970703125,848.5399780273438,842.574462890625,857000
2024-02-08,852.0,869.5900268554688,846.1400146484375,864.3599853515625,858.2833251953125,862700
2024-02-09,880.0,913.8200073242188,874.8599853515625,911.5800170898438,905.17138671875,1836300
2024-02-12,905.5,924.219970703125,904.010009765625,908.0,901.616455078125,1254200
2024-02-13,875.2999877929688,901.1199951171875,871.969970703125,892.5900268554688,886.3148193359375,1259500
2024-02-14,908.6300048828125,928.969970703125,907.6799926757812,915.7000122070312,909.2623291015625,1184900
2024-02-15,917.75,921.5399780273438,906.5499877929688,913.780029296875,907.35595703125,852900
2024-02-16,940.4099731445312,955.989990234375,923.4299926757812,926.030029296875,919.519775390625,1326200
2024-02-20,918.9199829101562,925.4099731445312,891.010009765625,900.4400024414062,894.109619140625,1089000
2024-02-21,895.02001953125,902.219970703125,886.75,901.9299926757812,895.5891723632812,714000
2024-02-22,930.0,949.3300170898438,925.27001953125,944.3599853515625,937.7208251953125,1263900
2024-02-23,947.1400146484375,950.0499877929688,926.1900024414062,928.5,921.972412109375,686800
2024-02-26,936.5999755859375,946.9500122070312,933.02001953125,938.760009765625,932.1602783203125,609100
2024-02-27,940.3800048828125,944.030029296875,928.22998046875,930.72998046875,924.1866455078125,630300
2024-02-28,917.239990234375,924.0999755859375,912.8499755859375,922.6699829101562,916.183349609375,615000
2024-02-29,936.469970703125,941.8200073242188,926.219970703125,938.25,931.6537475585938,1308400
2024-03-01,945.0,982.4500122070312,943.6500244140625,981.530029296875,974.6295776367188,1110500
2024-03-04,991.1699829101562,993.8599853515625,973.47998046875,977.52001953125,970.6478271484375,901600
2024-03-05,969.989990234375,979.0,951.9000244140625,963.0999755859375,956.3291015625,1308300
2024-03-06,976.6799926757812,989.8499755859375,972.25,981.8599853515625,974.9572143554688,1432900
2024-03-07,989.010009765625,1007.3900146484375,987.8499755859375,994.5700073242188,987.577880859375,1097400
2024-03-08,992.719970703125,995.8099975585938,955.72998046875,956.6500244140625,949.9244995117188,1330400
2024-03-11,943.1099853515625,943.8499755859375,920.6199951171875,931.2000122070312,924.6534423828125,1326700
2024-03-12,933.469970703125,950.8800048828125,928.010009765625,950.8300170898438,946.1775512695312,1351200
2024-03-13,937.010009765625,940.7000122070312,920.9099731445312,926.7100219726562,922.1756591796875,1008000
2024-03-14,933.9500122070312,937.8499755859375,916.2999877929688,925.6799926757812,921.150634765625,996400
2024-03-15,908.8800048828125,920.2100219726562,905.5999755859375,910.0900268554688,905.6369018554688,1974500
2024-03-18,922.4099731445312,934.9500122070312,919.969970703125,925.280029296875,920.7526245117188,751000
2024-03-19,913.989990234375,932.8800048828125,909.1099853515625,931.0499877929688,926.4943237304688,702900
2024-03-20,926.0,949.9199829101562,923.3900146484375,949.0800170898438,944.4361572265625,849300
2024-03-21,983.0999755859375,1004.2999877929688,976.0,982.5700073242188,977.7622680664062,1407800
2024-03-22,984.75,990.52001953125,976.02001953125,977.9000244140625,973.1151123046875,689500
2024-03-25,962.280029296875,982.52001953125,962.280029296875,971.4600219726562,966.7066650390625,740500
2024-03-26,980.5,989.4400024414062,966.8900146484375,967.22998046875,962.497314453125,858900
2024-03-27,972.8200073242188,975.47998046875,954.7999877929688,965.6699829101562,960.9449462890625,589600
2024-03-28,965.9600219726562,973.9000244140625,961.6300048828125,971.5700073242188,966.8161010742188,663900
2024-04-01,972.030029296875,994.9199829101562,971.0,981.7899780273438,976.986083984375,651400
2024-04-02,967.0,972.9000244140625,957.0,967.3300170898438,962.5968627929688,907100
2024-04-03,961.8499755859375,988.1300048828125,960.030029296875,978.3699951171875,973.5828247070312,730200
2024-04-04,992.5900268554688,1001.8400268554688,944.0,951.6300048828125,946.9736938476562,991900
2024-04-05,965.9000244140625,977.72998046875,960.5,968.5800170898438,963.8406982421875,804800
2024-04-08,974.1400146484375,977.1400146484375,960.9500122070312,967.260009765625,962.5272216796875,560900
2024-04-09,980.3099975585938,981.97998046875,958.02001953125,973.3400268554688,968.5774536132812,520700
2024-04-10,958.97998046875,975.0,954.8499755859375,961.6400146484375,956.9346923828125,597600
2024-04-11,964.030029296875,985.1900024414062,960.6799926757812,983.47998046875,978.6677856445312,705500
2024-04-12,963.030029296875,969.25,952.0,957.0399780273438,952.357177734375,988400
2024-04-15,975.8800048828125,981.22998046875,937.489990234375,946.1699829101562,941.5403442382812,769100
2024-04-16,948.8400268554688,966.3099975585938,946.780029296875,963.22998046875,958.516845703125,544800
2024-04-17,950.0,952.489990234375,910.260009765625,912.260009765625,907.7963256835938,1668600
2024-04-18,909.22998046875,909.3300170898438,884.3900146484375,888.9199829101562,884.5704956054688,2307400
2024-04-19,894.9400024414062,899.6799926757812,861.9500122070312,870.25,865.9918823242188,1353200
2024-04-22,876.4000244140625,878.739990234375,857.97998046875,868.0700073242188,863.822509765625,1856300
2024-04-23,878.0,894.2999877929688,868.0999755859375,887.4199829101562,883.0778198242188,982300
2024-04-24,907.3400268554688,915.8599853515625,882.27001953125,884.8900146484375,880.5601806640625,1949100
2024-04-25,909.3300170898438,912.469970703125,886.5700073242188,901.469970703125,897.05908203125,1309300
2024-04-26,898.4000244140625,930.030029296875,897.8699951171875,925.3699951171875,920.8421630859375,1397100
2024-04-29,921.5399780273438,930.280029296875,915.0999755859375,928.8099975585938,924.2653198242188,902500
2024-04-30,923.8599853515625,934.530029296875,893.9299926757812,894.4099731445312,890.0335693359375,973700
2024-05-01,883.0800170898438,899.9000244140625,863.9500122070312,868.0999755859375,863.8523559570312,1187800
2024-05-02,881.0399780273438,885.1799926757812,862.0900268554688,883.6799926757812,879.3561401367188,724500
2024-05-03,898.4000244140625,912.6199951171875,895.5499877929688,908.530029296875,904.0845947265625,875200
2024-05-06,915.280029296875,925.5,910.5700073242188,924.5399780273438,920.0162353515625,754500
2024-05-07,927.6099853515625,930.0,913.3400268554688,914.9099731445312,910.4332885742188,674600
2024-05-08,903.1699829101562,914.0,899.0,913.280029296875,908.8113403320312,553900
2024-05-09,917.02001953125,917.02001953125,900.9600219726562,907.5399780273438,903.099365234375,576700
2024-05-10,918.260009765625,931.2000122070312,912.239990234375,915.4199829101562,910.9408569335938,510000
2024-05-13,920.6599731445312,920.6599731445312,902.4500122070312,903.7899780273438,899.36767578125,739400
2024-05-14,899.0,913.9299926757812,896.52001953125,912.5399780273438,908.074951171875,575100
2024-05-15,924.4000244140625,948.4400024414062,917.1199951171875,947.75,943.1126098632812,713300
2024-05-16,950.0499877929688,955.0700073242188,942.5,942.9000244140625,938.286376953125,812400
2024-05-17,952.4299926757812,954.8499755859375,905.8200073242188,912.0700073242188,907.6072387695312,910600
2024-05-20,914.3900146484375,950.0,913.530029296875,942.0399780273438,937.4305419921875,665000
2024-05-21,971.6599731445312,973.72998046875,941.8300170898438,964.0,959.2831420898438,1423400
2024-05-22,971.22998046875,972.8800048828125,949.3499755859375,965.77001953125,961.0444946289062,893800
2024-05-23,991.219970703125,992.6599731445312,952.4500122070312,958.1300048828125,953.44189453125,1057600
2024-05-24,964.0800170898438,982.5399780273438,961.0900268554688,970.5700073242188,965.821044921875,719000
2024-05-28,975.0,975.719970703125,958.5900268554688,971.260009765625,966.5076293945312,994200
2024-05-29,957.530029296875,960.8400268554688,952.02001953125,953.239990234375,948.5758056640625,880200
2024-05-30,952.0,961.1799926757812,941.469970703125,950.7000122070312,946.0482177734375,1057700
2024-05-31,948.72998046875,949.719970703125,903.1500244140625,932.4400024414062,927.8775634765625,1559800
2024-06-03,946.969970703125,952.3900146484375,911.280029296875,935.6300048828125,931.052001953125,680600
2024-06-04,932.02001953125,936.969970703125,910.260009765625,922.72998046875,918.2150268554688,667200
2024-06-05,948.8400268554688,972.5599975585938,947.2100219726562,971.719970703125,966.96533203125,1166000
