Date,Open,High,Low,Close,Adj Close,Volume
2024-01-02,111.30999755859375,112.69999694824219,111.05000305175781,112.33999633789062,110.50022888183594,1273200
2024-01-03,113.0,113.16999816894531,109.94000244140625,110.73999786376953,108.92642974853516,1260900
2024-01-04,110.88999938964844,111.83999633789062,110.08000183105469,110.33000183105469,108.52314758300781,1321100
2024-01-05,109.79000091552734,112.98999786376953,109.29000091552734,111.8499984741211,110.01824951171875,1649200
2024-01-08,111.56999969482422,112.87000274658203,111.4000015258789,112.83999633789062,110.99203491210938,1122700
2024-01-09,111.58000183105469,111.91000366210938,110.9800033569336,111.41999816894531,109.59529113769531,1084100
2024-01-10,111.13999938964844,112.12000274658203,110.30999755859375,111.02999877929688,109.21168518066406,1670600
2024-01-11,110.81999969482422,111.33000183105469,109.06999969482422,111.2300033569336,109.40841674804688,1740700
2024-01-12,111.31999969482422,111.58000183105469,108.23999786376953,109.52999877929688,107.73624420166016,2262900
2024-01-16,108.54000091552734,109.69000244140625,107.73999786376953,109.66000366210938,107.86412048339844,2427800
2024-01-17,107.91999816894531,109.55999755859375,107.80999755859375,108.73999786376953,106.95919036865234,3878100
2024-01-18,101.04000091552734,104.6500015258789,96.45999908447266,97.0,95.41144561767578,11214500
2024-01-19,97.48999786376953,98.66999816894531,96.80000305175781,97.33000183105469,95.73604583740234,5514500
2024-01-22,97.75,102.05999755859375,97.69999694824219,99.6500015258789,98.01805114746094,3380100
2024-01-23,99.7699966430664,100.66000366210938,99.06999969482422,100.44000244140625,98.79511260986328,1914900
2024-01-24,100.87999725341797,101.55999755859375,99.79000091552734,101.22000122070312,99.56233978271484,2116500
2024-01-25,101.70999908447266,104.61000061035156,101.70999908447266,103.73999786376953,102.04106903076172,2578800
2024-01-26,104.23999786376953,107.08999633789062,103.91000366210938,106.91999816894531,105.16899108886719,2732400
2024-01-29,106.80000305175781,107.05000305175781,105.16000366210938,106.06999969482422,104.33291625976562,1355200
2024-01-30,105.69999694824219,108.66000366210938,105.69999694824219,108.23999786376953,106.46736907958984,1954400
2024-01-31,106.62999725341797,108.08999633789062,105.41000366210938,105.5199966430664,103.79191589355469,2364600
2024-02-01,105.83999633789062,106.9000015258789,104.5199966430664,106.55999755859375,104.81488037109375,2062300
2024-02-02,106.51000213623047,107.91000366210938,105.70999908447266,107.0,105.2476806640625,1457500
2024-02-05,105.7699966430664,107.23999786376953,105.66999816894531,106.62999725341797,104.88374328613281,1553900
2024-02-06,106.58000183105469,107.05999755859375,104.72000122070312,105.66000366210938,103.92963409423828,1952400
2024-02-07,106.0,106.47000122070312,104.08000183105469,106.27999877929688,104.53947448730469,1735200
2024-02-08,107.88999938964844,108.93000030517578,106.6500015258789,108.83999633789062,107.05754089355469,1266000
2024-02-09,108.77999877929688,109.44000244140625,108.02999877929688,109.18000030517578,107.39198303222656,1066600
