Date,Open,High,Low,Close,Adj Close,Volume
2024-01-02,55.459999084472656,56.849998474121094,54.93000030517578,56.5,54.215389251708984,2342800
2024-01-03,55.560001373291016,55.56999969482422,54.18000030517578,54.68000030517578,52.4689826965332,2276200
2024-01-04,55.13999938964844,56.130001068115234,54.970001220703125,55.06999969482422,52.84321212768555,2392800
2024-01-05,55.15999984741211,57.06999969482422,54.849998474121094,56.5099983215332,54.224979400634766,1931100
2024-01-08,56.11000061035156,56.90999984741211,55.650001525878906,56.79999923706055,54.503257751464844,1507700
2024-01-09,55.939998626708984,56.38999938964844,55.689998626708984,56.15999984741211,53.88913345336914,1415200
2024-01-10,55.79999923706055,55.9900016784668,55.13999938964844,55.54999923706055,53.303802490234375,1356000
2024-01-11,55.29999923706055,55.43000030517578,53.970001220703125,55.20000076293945,52.967952728271484,1596900
2024-01-12,55.58000183105469,55.59000015258789,53.63999938964844,54.11000061035156,51.92203140258789,1442300
2024-01-16,53.220001220703125,53.52000045776367,52.38999938964844,53.25,51.096805572509766,2038500
2024-01-17,52.29999923706055,53.290000915527344,52.09000015258789,52.68000030517578,50.54985046386719,2041600
2024-01-18,53.099998474121094,53.2400016784668,51.63999938964844,52.290000915527344,50.175621032714844,2520200
2024-01-19,52.20000076293945,52.9900016784668,51.4900016784668,52.599998474121094,50.473087310791016,4042200
2024-01-22,51.54999923706055,53.7599983215332,51.54999923706055,53.66999816894531,51.49981689453125,2635700
2024-01-23,54.119998931884766,54.7400016784668,53.130001068115234,53.959999084472656,51.77809143066406,2478600
2024-01-24,54.75,55.52000045776367,54.13999938964844,55.029998779296875,52.80482864379883,2235900
2024-01-25,55.7400016784668,56.06999969482422,53.91999816894531,54.970001220703125,52.74725341796875,1109300
2024-01-26,55.15999984741211,55.810001373291016,54.880001068115234,54.91999816894531,52.699275970458984,1638200
2024-01-29,54.689998626708984,55.939998626708984,54.36000061035156,55.849998474121094,53.59166717529297,1708700
2024-01-30,55.650001525878906,55.970001220703125,55.310001373291016,55.59000015258789,53.34218215942383,1132800
2024-01-31,53.38999938964844,54.779998779296875,52.56999969482422,52.58000183105469,50.453895568847656,3193700
2024-02-01,52.75,53.13999938964844,48.849998474121094,51.060001373291016,48.995361328125,4406800
2024-02-02,50.0099983215332,51.65999984741211,49.5,51.47999954223633,49.398372650146484,2423600
2024-02-05,50.7400016784668,50.939998626708984,50.06999969482422,50.36000061035156,48.32366180419922,1626700
2024-02-06,50.369998931884766,51.18000030517578,49.0,49.25,47.258544921875,2770400
2024-02-07,49.630001068115234,50.84000015258789,47.810001373291016,50.20000076293945,48.170135498046875,2358200
2024-02-08,49.83000183105469,51.11000061035156,49.38999938964844,51.06999969482422,49.00495147705078,1542300
2024-02-09,51.0,51.84000015258789,50.130001068115234,51.349998474121094,49.27363204956055,1516900
2024-02-12,51.439998626708984,53.38999938964844,51.380001068115234,52.61000061035156,50.48268127441406,1694000
2024-02-13,50.95000076293945,50.95000076293945,48.880001068115234,49.79999923706055,47.78630447387695,2391100
2024-02-14,50.45000076293945,50.95000076293945,49.70000076293945,50.41999816894531,48.38123321533203,1617000
2024-02-15,50.91999816894531,51.9900016784668,50.7599983215332,51.38999938964844,49.31201171875,2340600
2024-02-16,50.630001068115234,51.029998779296875,49.88999938964844,50.34000015258789,48.30447006225586,2038300
2024-02-20,49.5099983215332,50.869998931884766,49.5099983215332,50.41999816894531,48.38123321533203,1573300
2024-02-21,50.040000915527344,50.58000183105469,49.470001220703125,49.83000183105469,47.81509780883789,1928800
2024-02-22,49.79999923706055,50.7400016784668,49.4900016784668,49.959999084472656,47.93983459472656,1345100
2024-02-23,49.779998779296875,49.9900016784668,49.13999938964844,49.540000915527344,47.53682327270508,2054500
2024-02-26,49.22999954223633,50.18000030517578,48.689998626708984,48.970001220703125,46.989871978759766,1526000
2024-02-27,49.119998931884766,49.9900016784668,48.84000015258789,49.29999923706055,47.306522369384766,1871100
2024-02-28,48.77000045776367,49.27000045776367,48.459999084472656,48.52000045776367,46.55806350708008,1561400
2024-02-29,49.2599983215332,49.970001220703125,48.900001525878906,49.380001068115234,47.3832893371582,1981300
2024-03-01,48.70000076293945,49.77000045776367,47.63999938964844,49.59000015258789,47.584800720214844,2870500
2024-03-04,50.2599983215332,50.91999816894531,49.66999816894531,49.86000061035156,47.8438835144043,3182800
2024-03-05,49.47999954223633,52.72999954223633,49.36000061035156,51.7400016784668,49.647865295410156,3434100
2024-03-06,51.79999923706055,52.04999923706055,49.869998931884766,51.20000076293945,49.129695892333984,3740900
2024-03-07,51.84000015258789,52.83000183105469,51.22999954223633,52.06999969482422,49.964515686035156,2889600
2024-03-08,52.779998779296875,53.79999923706055,52.61000061035156,52.689998626708984,50.559444427490234,2625200
2024-03-11,52.25,52.970001220703125,51.95000076293945,52.38999938964844,50.271575927734375,1928500
2024-03-12,52.5099983215332,52.790000915527344,51.31999969482422,51.72999954223633,49.638267517089844,1915600
2024-03-13,51.9900016784668,52.650001525878906,51.439998626708984,51.689998626708984,49.59988021850586,2160400
2024-03-14,50.689998626708984,51.02000045776367,48.95000076293945,49.279998779296875,47.945899963378906,2546200
2024-03-15,48.91999816894531,50.02000045776367,48.91999816894531,49.4900016784668,48.15021896362305,7246300
2024-03-18,49.4900016784668,49.869998931884766,48.790000915527344,49.59000015258789,48.24751281738281,1606600
2024-03-19,49.349998474121094,50.220001220703125,49.220001220703125,49.869998931884766,48.51993179321289,1928400
2024-03-20,49.5,52.0099983215332,49.38999938964844,51.7599983215332,50.3587646484375,2377300
2024-03-21,52.18000030517578,54.400001525878906,52.18000030517578,52.900001525878906,51.4679069519043,2320800
2024-03-22,53.09000015258789,53.400001525878906,51.650001525878906,51.650001525878906,50.251747131347656,2137000
2024-03-25,51.790000915527344,52.68000030517578,51.75,52.060001373291016,50.6506462097168,1352100
2024-03-26,52.470001220703125,52.54999923706055,51.65999984741211,52.0,50.59226989746094,1224900
2024-03-27,52.43000030517578,54.2599983215332,52.43000030517578,54.22999954223633,52.761898040771484,1761100
