Date,Open,High,Low,Close,Adj Close,Volume
2024-01-02,156.57000732421875,158.6199951171875,156.32000732421875,157.00999450683594,151.0623321533203,1400300
2024-01-03,157.69000244140625,160.88999938964844,156.36000061035156,160.1699981689453,154.10263061523438,1391300
2024-01-04,161.07000732421875,161.6199951171875,155.52000427246094,155.82000732421875,149.9174346923828,1815200
2024-01-05,156.8000030517578,157.64999389648438,154.63999938964844,155.9499969482422,150.04248046875,1654700
2024-01-08,152.8000030517578,155.75999450683594,150.7100067138672,155.75999450683594,149.85968017578125,2130700
2024-01-09,156.02999877929688,156.19000244140625,152.22999572753906,152.75999450683594,146.97332763671875,1356800
2024-01-10,152.19000244140625,152.3000030517578,149.8699951171875,151.36000061035156,145.62635803222656,1470200
2024-01-11,151.99000549316406,152.57000732421875,150.3699951171875,151.38999938964844,145.6552276611328,1234700
2024-01-12,153.99000549316406,154.58999633789062,152.0500030517578,153.83999633789062,148.01242065429688,1471900
2024-01-16,153.02999877929688,153.36000061035156,150.6999969482422,151.16000366210938,145.43394470214844,1423100
2024-01-17,149.38999938964844,151.32000732421875,148.8699951171875,149.77999877929688,144.10621643066406,1448100
2024-01-18,149.72000122070312,150.3300018310547,148.30999755859375,149.74000549316406,144.0677490234375,1460800
2024-01-19,149.72999572753906,151.11000061035156,149.02000427246094,151.05999755859375,145.33773803710938,1344100
2024-01-22,151.27999877929688,153.25999450683594,150.16000366210938,151.94000244140625,146.18438720703125,2268600
2024-01-23,150.99000549316406,153.08999633789062,150.7100067138672,151.47000122070312,145.73220825195312,1307300
2024-01-24,152.38999938964844,153.61000061035156,151.25,153.1999969482422,147.39666748046875,1470200
2024-01-25,154.63999938964844,156.41000366210938,152.47000122070312,156.32000732421875,150.3984832763672,2399500
2024-01-26,156.5,157.08999633789062,154.25,156.24000549316406,150.32150268554688,1443200
2024-01-29,155.89999389648438,155.89999389648438,153.7100067138672,154.86000061035156,148.9937744140625,2775200
2024-01-30,153.82000732421875,157.3800048828125,153.39999389648438,156.92999267578125,150.98536682128906,2002400
2024-01-31,156.80999755859375,156.80999755859375,153.5,153.74000549316406,147.91619873046875,1636100
2024-02-01,154.5,155.16000366210938,151.3300018310547,152.72000122070312,146.93484497070312,1578800
2024-02-02,152.57000732421875,152.89999389648438,150.19000244140625,150.22000122070312,144.529541015625,1282000
2024-02-05,149.82000732421875,150.55999755859375,147.92999267578125,149.6199951171875,143.9522705078125,1613000
2024-02-06,150.39999389648438,152.7899932861328,150.0,151.99000549316406,146.23251342773438,1927200
2024-02-07,151.97999572753906,152.8000030517578,150.7100067138672,151.4499969482422,145.7129364013672,1754700
2024-02-08,151.5,154.38999938964844,151.30999755859375,153.47999572753906,147.6660614013672,1674700
2024-02-09,153.7100067138672,154.22000122070312,151.25,151.74000549316406,145.99197387695312,1015100
2024-02-12,160.0,168.1199951171875,158.6199951171875,165.97999572753906,159.69253540039062,7276300
2024-02-13,167.30999755859375,169.66000366210938,163.57000732421875,165.60000610351562,159.3269500732422,3354200
2024-02-14,167.7100067138672,170.27999877929688,166.11000061035156,169.86000061035156,163.42556762695312,3724500
2024-02-15,170.5800018310547,179.52999877929688,170.27000427246094,178.52000427246094,171.7575225830078,3728700
2024-02-16,179.42999267578125,181.5399932861328,178.07000732421875,179.4199981689453,172.62342834472656,2539900
2024-02-20,179.57000732421875,180.13999938964844,177.25999450683594,178.05999755859375,171.31492614746094,2792200
2024-02-21,182.22999572753906,183.9600067138672,178.27999877929688,179.75,172.94091796875,3443600
2024-02-22,179.63999938964844,180.36000061035156,176.38999938964844,176.72999572753906,170.03530883789062,2346100
2024-02-23,175.36000061035156,177.7899932861328,174.38999938964844,176.36000061035156,169.67933654785156,2092400
2024-02-26,175.7899932861328,177.94000244140625,174.64999389648438,177.11000061035156,170.4009246826172,1374200
2024-02-27,177.42999267578125,178.25999450683594,176.13999938964844,177.9499969482422,171.2091064453125,1499100
2024-02-28,177.1300048828125,179.82000732421875,176.72999572753906,179.75999450683594,172.95053100585938,1458000
2024-02-29,180.64999389648438,182.99000549316406,180.0,182.52000427246094,175.60601806640625,2029400
2024-03-01,183.33999633789062,185.77999877929688,183.14999389648438,185.1699981689453,178.15560913085938,1773800
2024-03-04,183.10000610351562,183.10000610351562,178.2100067138672,178.88999938964844,175.02474975585938,1320000
2024-03-05,179.02000427246094,182.1199951171875,178.88999938964844,180.05999755859375,176.1694793701172,1141500
2024-03-06,180.99000549316406,181.8300018310547,179.3000030517578,181.17999267578125,177.26527404785156,1736600
2024-03-07,181.5500030517578,183.6199951171875,181.5,182.80999755859375,178.86004638671875,1551100
2024-03-08,182.6999969482422,184.88999938964844,182.3300018310547,183.2899932861328,179.32968139648438,1251500
2024-03-11,182.52999877929688,184.61000061035156,181.5500030517578,184.5,180.5135498046875,1290800
2024-03-12,185.5,185.8699951171875,183.72000122070312,184.52000427246094,180.53311157226562,1099200
2024-03-13,186.75,188.60000610351562,185.99000549316406,187.55999755859375,183.50741577148438,1436900
2024-03-14,188.00999450683594,189.6999969482422,187.7899932861328,189.5,185.405517578125,1467800
2024-03-15,189.08999633789062,191.3800048828125,187.85000610351562,189.94000244140625,185.83599853515625,3367100
2024-03-18,190.72000122070312,191.2899932861328,188.7899932861328,190.05999755859375,185.9534149169922,1170300
2024-03-19,189.91000366210938,192.86000061035156,189.5,192.6199951171875,188.4580841064453,1288700
